filepath,fold,label_asli,label_baru,keputusan,alasan,reviewer,prob_recyclable,prob_electronic,prob_organic,confidence,pred_label_id
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1467.jpg",0,2,2,drop,"","aga",0.666559,0.000000,0.333441,0.666559,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1715.jpg",1,2,2,drop,"","aga",0.623499,0.000000,0.376501,0.623499,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1687.jpg",1,2,2,drop,"","aga",0.935121,0.000000,0.064879,0.935121,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1738.jpg",0,2,2,drop,"","aga",0.683121,0.000000,0.316879,0.683121,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1725.jpg",2,2,2,drop,"","aga",0.732514,0.000000,0.267486,0.732514,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1797.jpg",0,2,2,drop,"","aga",0.668326,0.000000,0.331674,0.668326,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1677.jpg",4,2,2,keep,"","aga",0.510360,0.000000,0.489640,0.510360,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_10301.jpg",1,2,2,drop,"","aga",0.867274,0.000000,0.132726,0.867274,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1888.jpg",4,2,2,drop,"","aga",0.656829,0.000000,0.343171,0.656829,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1606.jpg",2,2,2,drop,"","aga",0.732770,0.000000,0.267230,0.732770,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1485.jpg",0,2,2,drop,"","aga",0.798600,0.000000,0.201400,0.798600,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1228.jpg",1,2,2,drop,"","aga",0.933264,0.000000,0.066736,0.933264,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1736.jpg",3,2,2,drop,"","aga",0.771134,0.000000,0.228866,0.771134,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1949.jpg",0,2,0,relabel,"takaran","aga",1.000000,0.000000,0.000000,1.000000,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1598.jpg",0,2,0,relabel,"botol minum","aga",0.543143,0.000000,0.456857,0.543143,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1805.jpg",3,0,0,keep,"","aga",0.000000,0.000000,1.000000,1.000000,2
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1807.jpg",0,2,2,drop,"","aga",1.000000,0.000000,0.000000,1.000000,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1978.jpg",0,2,2,drop,"","aga",0.860552,0.000000,0.139448,0.860552,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1627.jpg",1,2,2,drop,"","aga",0.647268,0.000000,0.352732,0.647268,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_158.jpg",4,2,2,drop,"","aga",1.000000,0.000000,0.000000,1.000000,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1955.jpg",0,2,2,drop,"","aga",0.523435,0.000000,0.476565,0.523435,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_10242.jpg",3,2,2,drop,"","aga",0.798300,0.000000,0.201700,0.798300,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_112.jpg",3,2,2,keep,"","aga",0.792094,0.000000,0.207906,0.792094,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_11223.jpg",4,2,2,drop,"","aga",0.869910,0.000000,0.130090,0.869910,0
